Date,Open,High,Low,Close,Adj Close,Volume
2017-05-22,6.846000,6.872000,6.818000,6.858000,6.858000,1129000
2017-05-23,6.890000,6.970000,6.878000,6.958000,6.958000,1912000
2017-05-24,7.066000,7.130000,7.066000,7.110000,7.110000,1431000
2017-05-25,7.148000,7.216000,7.124000,7.190000,7.190000,1822500
2017-05-26,7.520000,7.522000,7.460000,7.510000,7.510000,2920000
2017-05-30,7.560000,7.678000,7.560000,7.636000,7.636000,3058000
2017-05-31,7.610000,7.618000,7.550000,7.566000,7.566000,1578500
2017-06-01,7.466000,7.480000,7.384000,7.414000,7.414000,5637000
2017-06-02,7.492000,7.568000,7.492000,7.568000,7.568000,1803000
2017-06-05,7.760000,7.820000,7.750000,7.818000,7.818000,2854500
2017-06-06,7.896000,8.072000,7.846000,8.042000,8.042000,8947500
2017-06-07,7.826000,7.844000,7.780000,7.782000,7.782000,4328000
2017-06-08,7.780000,7.820000,7.714000,7.820000,7.820000,3430000
2017-06-09,7.876000,7.948000,7.592000,7.686000,7.686000,7253500
2017-06-12,7.686000,7.726000,7.608000,7.726000,7.726000,2468000
2017-06-13,7.696000,7.960000,7.682000,7.850000,7.850000,8067000
2017-06-14,7.948000,7.960000,7.908000,7.926000,7.926000,2253000
2017-06-15,8.178000,8.182000,8.090000,8.110000,8.110000,5225500
2017-06-16,8.118000,8.138000,8.090000,8.098000,8.098000,1635000
2017-06-19,8.308000,8.324000,8.276000,8.306000,8.306000,2092000
2017-06-20,8.340000,8.382000,8.324000,8.336000,8.336000,1671000
2017-06-21,8.328000,8.350000,8.288000,8.322000,8.322000,1850000
2017-06-22,8.380000,8.420000,8.380000,8.410000,8.410000,1732500
2017-06-23,8.604000,8.650000,8.572000,8.642000,8.642000,2794000
2017-06-26,8.742000,8.866000,8.742000,8.850000,8.850000,3532000
2017-06-27,8.790000,8.800000,8.740000,8.768000,8.768000,2943000
2017-06-28,8.446000,8.576000,8.414000,8.534000,8.534000,3928000
2017-06-29,8.574000,8.618000,8.270000,8.392000,8.392000,5344000
2017-06-30,8.392000,8.400000,8.332000,8.364000,8.364000,1888500
2017-07-03,8.176000,8.220000,8.124000,8.140000,8.140000,1419500
2017-07-05,7.790000,7.826000,7.762000,7.826000,7.826000,4310000
2017-07-06,7.664000,7.700000,7.626000,7.674000,7.674000,2220500
2017-07-07,7.712000,7.840000,7.712000,7.810000,7.810000,2404500
2017-07-10,7.974000,8.034000,7.960000,8.022000,8.022000,2050000
2017-07-11,7.908000,7.914000,7.850000,7.890000,7.890000,1673500
2017-07-12,7.938000,8.000000,7.930000,7.998000,7.998000,1582500
2017-07-13,7.982000,8.002000,7.942000,7.974000,7.974000,1117000
2017-07-14,7.960000,7.974000,7.920000,7.966000,7.966000,1342500
2017-07-17,7.940000,7.976000,7.884000,7.884000,7.884000,1758000
2017-07-18,8.072000,8.160000,8.072000,8.158000,8.158000,2686000
2017-07-19,8.378000,8.424000,8.358000,8.388000,8.388000,1926000
2017-07-20,8.332000,8.364000,8.294000,8.306000,8.306000,1222500
2017-07-21,8.320000,8.342000,8.252000,8.342000,8.342000,622000
2017-07-24,8.120000,8.180000,8.102000,8.166000,8.166000,863000
2017-07-25,7.924000,7.938000,7.864000,7.876000,7.876000,2803500
2017-07-26,8.248000,8.440000,8.202000,8.348000,8.348000,4310000
2017-07-27,8.594000,8.614000,8.452000,8.470000,8.470000,4839500
2017-07-28,8.432000,8.480000,8.390000,8.478000,8.478000,1452500
2017-07-31,8.442000,8.494000,8.442000,8.492000,8.492000,2338500
2017-08-01,8.410000,8.430000,8.400000,8.414000,8.414000,1015000
2017-08-02,8.554000,8.578000,8.432000,8.472000,8.472000,2371000
2017-08-03,8.470000,8.476000,8.436000,8.476000,8.476000,866000
2017-08-04,8.470000,8.500000,8.460000,8.490000,8.490000,1023000
2017-08-07,8.580000,8.590000,8.560000,8.574000,8.574000,2054500
2017-08-08,8.600000,8.658000,8.582000,8.586000,8.586000,1015000
2017-08-09,8.514000,8.536000,8.428000,8.452000,8.452000,1668000
2017-08-10,8.334000,8.360000,8.122000,8.122000,8.122000,1441500
2017-08-11,8.166000,8.230000,8.102000,8.220000,8.220000,1424000
2017-08-14,8.240000,8.248000,8.190000,8.214000,8.214000,1161000
2017-08-15,8.260000,8.300000,8.260000,8.284000,8.284000,566000
2017-08-16,8.300000,8.334000,8.274000,8.326000,8.326000,352500
2017-08-17,8.320000,8.334000,8.240000,8.242000,8.242000,838000
2017-08-18,8.222000,8.278000,8.222000,8.250000,8.250000,382500
2017-08-21,8.170000,8.208000,8.166000,8.184000,8.184000,410500
2017-08-22,8.236000,8.286000,8.236000,8.284000,8.284000,592500
2017-08-23,8.220000,8.242000,8.210000,8.220000,8.220000,301000
2017-08-24,8.212000,8.242000,8.188000,8.220000,8.220000,410000
2017-08-25,8.220000,8.260000,8.200000,8.238000,8.238000,370500
2017-08-28,8.428000,8.446000,8.376000,8.444000,8.444000,766000
2017-08-29,8.402000,8.402000,8.350000,8.360000,8.360000,436000
2017-08-30,8.270000,8.310000,8.262000,8.280000,8.280000,573500
2017-08-31,8.278000,8.346000,8.278000,8.326000,8.326000,545000
2017-09-01,8.374000,8.390000,8.340000,8.372000,8.372000,1094000
2017-09-05,8.252000,8.252000,8.200000,8.230000,8.230000,997000
2017-09-06,8.214000,8.240000,8.200000,8.220000,8.220000,560000
2017-09-07,8.110000,8.200000,8.110000,8.180000,8.180000,589000
2017-09-08,8.316000,8.326000,8.306000,8.312000,8.312000,454500
2017-09-11,8.574000,8.574000,8.330000,8.448000,8.448000,1114000
2017-09-12,8.598000,8.648000,8.592000,8.610000,8.610000,1582000
2017-09-13,8.600000,8.600000,8.520000,8.520000,8.520000,495000
2017-09-14,8.496000,8.648000,8.466000,8.608000,8.608000,2013500
2017-09-15,8.758000,8.930000,8.702000,8.918000,8.918000,3563000
2017-09-18,8.870000,8.934000,8.790000,8.816000,8.816000,1234000
2017-09-19,9.170000,9.358000,9.140000,9.350000,9.350000,6933000
2017-09-20,9.634000,9.730000,9.482000,9.540000,9.540000,4976500
2017-09-21,9.358000,9.358000,9.302000,9.320000,9.320000,1626500
2017-09-22,9.196000,9.200000,9.100000,9.124000,9.124000,2201000
2017-09-25,9.128000,9.174000,8.982000,8.986000,8.986000,4853500
2017-09-26,8.992000,9.056000,8.964000,9.002000,9.002000,1655000
2017-09-27,9.076000,9.120000,9.018000,9.098000,9.098000,1051500
2017-09-28,9.240000,9.240000,9.156000,9.202000,9.202000,941000
2017-09-29,9.230000,9.260000,9.172000,9.190000,9.190000,1407000
2017-10-02,9.292000,9.300000,9.214000,9.230000,9.230000,1710500
2017-10-03,9.250000,9.320000,9.220000,9.296000,9.296000,1065500
2017-10-04,9.356000,9.356000,9.282000,9.350000,9.350000,650000
2017-10-05,9.510000,9.650000,9.508000,9.610000,9.610000,1927000
2017-10-06,9.690000,9.832000,9.672000,9.734000,9.734000,1860000
2017-10-09,9.756000,9.770000,9.680000,9.694000,9.694000,601500
2017-10-10,9.610000,9.686000,9.610000,9.656000,9.656000,923500
2017-10-11,9.750000,9.832000,9.750000,9.828000,9.828000,1105500
2017-10-12,9.734000,9.766000,9.646000,9.664000,9.664000,1020500
2017-10-13,9.814000,9.920000,9.814000,9.920000,9.920000,1201500
2017-10-16,9.924000,9.942000,9.910000,9.936000,9.936000,1517500
2017-10-17,9.732000,9.754000,9.710000,9.736000,9.736000,1174000
2017-10-18,9.560000,9.560000,9.498000,9.506000,9.506000,3184500
2017-10-19,9.584000,9.636000,9.558000,9.606000,9.606000,613000
2017-10-20,9.636000,9.688000,9.602000,9.660000,9.660000,1273500
2017-10-23,9.668000,9.706000,9.612000,9.700000,9.700000,2759000
2017-10-24,9.712000,9.760000,9.710000,9.742000,9.742000,1444500
2017-10-25,9.600000,9.620000,9.410000,9.500000,9.500000,7134000
2017-10-26,9.320000,9.360000,9.284000,9.354000,9.354000,1524000
2017-10-27,9.360000,9.540000,9.360000,9.532000,9.532000,2536000
2017-10-30,9.852000,10.348000,9.816000,10.176000,10.176000,6320000
2017-10-31,9.740000,9.922000,9.720000,9.730000,9.730000,3025000
2017-11-01,9.604000,9.604000,9.484000,9.500000,9.500000,3067500
2017-11-02,9.468000,9.468000,9.380000,9.440000,9.440000,1386500
2017-11-03,9.460000,9.468000,9.390000,9.444000,9.444000,1942000
2017-11-06,9.368000,9.368000,9.320000,9.358000,9.358000,1740500
2017-11-07,9.420000,9.468000,9.372000,9.382000,9.382000,1985000
2017-11-08,9.540000,9.588000,9.520000,9.588000,9.588000,853500
2017-11-09,9.428000,9.444000,9.310000,9.360000,9.360000,2287000
2017-11-10,9.650000,9.776000,9.610000,9.686000,9.686000,2304000
2017-11-13,9.682000,9.754000,9.644000,9.734000,9.734000,1859500
2017-11-14,9.878000,9.960000,9.816000,9.880000,9.880000,2021500
2017-11-15,9.534000,9.592000,9.510000,9.546000,9.546000,1521000
2017-11-16,9.938000,9.976000,9.906000,9.956000,9.956000,1792000
2017-11-17,9.966000,9.976000,9.930000,9.930000,9.930000,1439500
2017-11-20,9.982000,10.036000,9.962000,10.012000,10.012000,686000
2017-11-21,9.990000,10.000000,9.942000,9.966000,9.966000,1117500
2017-11-22,10.080000,10.112000,10.038000,10.110000,10.110000,1406000
2017-11-24,10.432000,10.520000,10.432000,10.510000,10.510000,1936000
2017-11-27,10.682000,10.792000,10.682000,10.688000,10.688000,1778000
2017-11-28,10.620000,10.668000,10.572000,10.644000,10.644000,1886000
2017-11-29,10.426000,10.526000,10.150000,10.180000,10.180000,3575000
2017-11-30,10.102000,10.246000,10.102000,10.196000,10.196000,4340500
2017-12-01,10.052000,10.102000,9.976000,10.052000,10.052000,1960000
2017-12-04,9.866000,9.904000,9.620000,9.704000,9.704000,2405000
2017-12-05,9.526000,9.642000,9.474000,9.550000,9.550000,3567000
2017-12-06,9.574000,9.714000,9.560000,9.678000,9.678000,2423000
2017-12-07,9.880000,10.006000,9.850000,9.968000,9.968000,3362500
2017-12-08,9.656000,9.696000,9.636000,9.660000,9.660000,1173500
2017-12-11,9.718000,9.798000,9.718000,9.796000,9.796000,1691000
2017-12-12,9.714000,9.714000,9.570000,9.606000,9.606000,3519000
2017-12-13,9.660000,9.754000,9.660000,9.746000,9.746000,1013000
2017-12-14,9.560000,9.568000,9.520000,9.556000,9.556000,2180500
2017-12-15,9.600000,9.656000,9.560000,9.652000,9.652000,838000
2017-12-18,9.626000,9.626000,9.560000,9.588000,9.588000,909000
2017-12-19,9.516000,9.516000,9.410000,9.412000,9.412000,1108000
2017-12-20,9.336000,9.358000,9.234000,9.268000,9.268000,1033500
2017-12-21,9.330000,9.332000,9.270000,9.326000,9.326000,612500
2017-12-22,9.308000,9.374000,9.300000,9.336000,9.336000,619000
2017-12-26,9.128000,9.250000,9.128000,9.156000,9.156000,970500
2017-12-27,9.232000,9.362000,9.232000,9.280000,9.280000,1453000
2017-12-28,9.148000,9.148000,9.076000,9.080000,9.080000,1019500
2017-12-29,9.100000,9.140000,8.920000,9.014000,9.014000,2176000
2018-01-02,9.042000,9.190000,9.042000,9.180000,9.180000,1516000
2018-01-03,9.170000,9.390000,9.170000,9.388000,9.388000,1896000
2018-01-04,9.638000,9.710000,9.580000,9.708000,9.708000,1677000
2018-01-05,9.440000,9.486000,9.362000,9.486000,9.486000,1472000
2018-01-08,9.530000,9.530000,9.432000,9.514000,9.514000,753500
2018-01-09,9.610000,9.610000,9.530000,9.598000,9.598000,1805500
2018-01-10,9.800000,9.882000,9.780000,9.874000,9.874000,2180000
2018-01-11,9.942000,9.948000,9.878000,9.942000,9.942000,883000
2018-01-12,10.036000,10.100000,9.918000,10.080000,10.080000,1862500
2018-01-16,10.220000,10.220000,9.960000,9.996000,9.996000,2417000
2018-01-17,10.180000,10.350000,10.180000,10.306000,10.306000,3372500
2018-01-18,10.478000,10.560000,10.470000,10.538000,10.538000,3499500
2018-01-19,10.920000,10.950000,10.866000,10.940000,10.940000,3262000
2018-01-22,10.986000,11.002000,10.880000,10.966000,10.966000,1861500
2018-01-23,11.200000,11.214000,11.122000,11.180000,11.180000,3467500
2018-01-24,11.052000,11.122000,10.878000,11.014000,11.014000,3150500
2018-01-25,11.000000,11.052000,10.950000,10.964000,10.964000,2648000
2018-01-26,11.058000,11.202000,11.008000,11.202000,11.202000,1889000
2018-01-29,11.000000,11.018000,10.898000,10.946000,10.946000,1182500
2018-01-30,10.788000,10.800000,10.606000,10.676000,10.676000,2499000
2018-01-31,11.568000,11.690000,11.370000,11.416000,11.416000,9865500
2018-02-01,10.960000,11.048000,10.860000,11.030000,11.030000,3728000
2018-02-02,10.646000,10.704000,10.500000,10.504000,10.504000,2636000
2018-02-05,10.532000,10.674000,10.298000,10.298000,10.298000,2731000
2018-02-06,10.116000,10.508000,10.070000,10.490000,10.490000,3953500
2018-02-07,10.470000,10.488000,10.316000,10.330000,10.330000,2355000
2018-02-08,10.170000,10.170000,9.820000,9.860000,9.860000,3545500
2018-02-09,9.960000,10.050000,9.650000,10.048000,10.048000,2631000
2018-02-12,10.090000,10.310000,10.080000,10.250000,10.250000,2161000
2018-02-13,10.264000,10.376000,10.222000,10.358000,10.358000,1675500
2018-02-14,10.258000,10.564000,10.208000,10.564000,10.564000,1569000
2018-02-15,10.800000,10.840000,10.710000,10.810000,10.810000,1617500
2018-02-16,10.826000,10.864000,10.784000,10.830000,10.830000,1141000
2018-02-20,10.862000,10.994000,10.838000,10.850000,10.850000,2260500
2018-02-21,11.118000,11.160000,11.054000,11.062000,11.062000,2567000
2018-02-22,11.096000,11.110000,10.958000,11.040000,11.040000,1222500
2018-02-23,11.326000,11.390000,11.220000,11.382000,11.382000,1728000
2018-02-26,11.440000,11.480000,11.384000,11.480000,11.480000,978500
2018-02-27,11.490000,11.542000,11.366000,11.372000,11.372000,1387500
2018-02-28,11.444000,11.510000,11.380000,11.410000,11.410000,795000
2018-03-01,11.148000,11.292000,11.000000,11.060000,11.060000,1513500
2018-03-02,11.250000,11.492000,11.240000,11.488000,11.488000,1606000
2018-03-05,10.920000,11.106000,10.890000,11.096000,11.096000,1364000
2018-03-06,11.256000,11.304000,11.210000,11.304000,11.304000,856000
2018-03-07,11.004000,11.094000,10.920000,11.090000,11.090000,2398500
2018-03-08,11.400000,11.408000,11.302000,11.370000,11.370000,1260500
2018-03-09,11.330000,11.470000,11.316000,11.460000,11.460000,1327500
2018-03-12,11.384000,11.446000,11.294000,11.320000,11.320000,1931000
2018-03-13,11.490000,11.490000,11.268000,11.328000,11.328000,1091500
2018-03-14,11.420000,11.420000,11.296000,11.300000,11.300000,544500
2018-03-15,11.488000,11.592000,11.480000,11.580000,11.580000,2831500
2018-03-16,11.450000,11.590000,11.450000,11.542000,11.542000,668000
2018-03-19,11.310000,11.400000,11.260000,11.280000,11.280000,3057500
2018-03-20,11.264000,11.432000,11.264000,11.410000,11.410000,983000
2018-03-21,11.432000,11.464000,11.378000,11.404000,11.404000,895500
2018-03-22,11.556000,11.556000,11.292000,11.300000,11.300000,1306500
2018-03-23,11.322000,11.404000,11.236000,11.250000,11.250000,1197000
2018-03-26,11.256000,11.416000,11.206000,11.400000,11.400000,1302500
2018-03-27,11.312000,11.384000,11.024000,11.070000,11.070000,1840000
2018-03-28,10.950000,11.036000,10.842000,10.882000,10.882000,1386000
2018-03-29,10.980000,11.118000,10.942000,11.102000,11.102000,825500
2018-04-02,11.196000,11.196000,10.950000,11.022000,11.022000,2016000
2018-04-03,10.892000,10.966000,10.844000,10.958000,10.958000,892000
2018-04-04,10.636000,10.736000,10.522000,10.726000,10.726000,2395000
2018-04-05,10.634000,10.690000,10.600000,10.606000,10.606000,1559500
2018-04-06,10.548000,10.598000,10.260000,10.356000,10.356000,2647000
2018-04-09,10.546000,10.700000,10.546000,10.582000,10.582000,1290500
2018-04-10,10.550000,10.566000,10.460000,10.546000,10.546000,2725500
2018-04-11,10.480000,10.504000,10.408000,10.448000,10.448000,1338500
2018-04-12,10.518000,10.572000,10.470000,10.556000,10.556000,1296500
2018-04-13,10.534000,10.580000,10.458000,10.486000,10.486000,951500
2018-04-16,10.496000,10.496000,10.330000,10.370000,10.370000,1870000
2018-04-17,10.352000,10.404000,10.302000,10.336000,10.336000,9054000
2018-04-18,10.336000,10.380000,10.300000,10.362000,10.362000,1096000
2018-04-19,10.250000,10.276000,10.154000,10.240000,10.240000,1227000
2018-04-20,10.680000,10.680000,10.544000,10.654000,10.654000,3107000
2018-04-23,10.724000,10.730000,10.610000,10.690000,10.690000,1575500
2018-04-24,10.642000,10.650000,10.336000,10.404000,10.404000,2871500
2018-04-25,10.606000,10.648000,10.480000,10.570000,10.570000,2257000
2018-04-26,10.256000,10.312000,10.140000,10.312000,10.312000,3883000
2018-04-27,10.570000,10.600000,10.464000,10.486000,10.486000,2014000
2018-04-30,10.500000,10.544000,10.476000,10.496000,10.496000,607500
2018-05-01,10.500000,10.600000,10.452000,10.600000,10.600000,1415500
2018-05-02,10.424000,10.580000,10.402000,10.404000,10.404000,1488500
2018-05-03,10.430000,10.520000,10.404000,10.514000,10.514000,837000
2018-05-04,10.454000,10.684000,10.454000,10.682000,10.682000,938500
2018-05-07,10.640000,10.728000,10.618000,10.706000,10.706000,963500
2018-05-08,10.790000,10.896000,10.730000,10.884000,10.884000,2386000
2018-05-09,10.574000,10.650000,10.520000,10.630000,10.630000,2358500
2018-05-10,10.358000,10.484000,10.358000,10.430000,10.430000,2719500
2018-05-11,10.520000,10.586000,10.520000,10.530000,10.530000,1570000
2018-05-14,10.510000,10.528000,10.444000,10.452000,10.452000,866000
2018-05-15,10.400000,10.452000,10.384000,10.402000,10.402000,1018500
2018-05-16,10.328000,10.452000,10.328000,10.436000,10.436000,643000
2018-05-17,10.482000,10.538000,10.464000,10.500000,10.500000,336000
2018-05-18,10.328000,10.328000,10.232000,10.234000,10.234000,2183500
2018-05-21,10.028000,10.054000,9.978000,9.982000,9.982000,1395000
2018-05-22,9.996000,10.020000,9.950000,9.952000,9.952000,1270000
2018-05-23,9.804000,9.854000,9.790000,9.840000,9.840000,1677500
2018-05-24,9.680000,9.728000,9.520000,9.584000,9.584000,3962500
2018-05-25,9.658000,9.706000,9.626000,9.648000,9.648000,1803500
2018-05-29,9.630000,9.720000,9.630000,9.680000,9.680000,1732000
2018-05-30,10.222000,10.326000,10.160000,10.268000,10.268000,2456500
2018-05-31,10.264000,10.312000,10.200000,10.208000,10.208000,1594000
2018-06-01,9.886000,10.072000,9.872000,10.010000,10.010000,3002000
2018-06-04,9.376000,9.462000,9.368000,9.410000,9.410000,4798000
2018-06-05,9.342000,9.360000,9.312000,9.354000,9.354000,2269000
2018-06-06,9.006000,9.056000,8.980000,9.018000,9.018000,3632000
2018-06-07,9.314000,9.348000,9.234000,9.262000,9.262000,2575000
2018-06-08,9.422000,9.508000,9.422000,9.504000,9.504000,1730500
2018-06-11,9.500000,9.586000,9.442000,9.526000,9.526000,1885000
2018-06-12,9.510000,9.728000,9.406000,9.416000,9.416000,4250500
2018-06-13,8.834000,8.886000,8.810000,8.866000,8.866000,4400000
2018-06-14,8.564000,8.588000,8.484000,8.512000,8.512000,4810000
2018-06-15,8.524000,8.608000,8.518000,8.598000,8.598000,5536500
2018-06-18,8.362000,8.370000,8.248000,8.330000,8.330000,4614500
2018-06-19,8.112000,8.206000,8.112000,8.176000,8.176000,3224000
2018-06-20,8.354000,8.406000,8.306000,8.350000,8.350000,3649000
2018-06-21,8.302000,8.358000,8.250000,8.252000,8.252000,1423000
2018-06-22,8.398000,8.398000,8.278000,8.288000,8.288000,843500
2018-06-25,8.280000,8.280000,8.106000,8.142000,8.142000,1165500
2018-06-26,8.160000,8.236000,8.156000,8.196000,8.196000,851500
2018-06-27,8.106000,8.112000,7.980000,7.986000,7.986000,2391000
2018-06-28,8.124000,8.210000,8.106000,8.204000,8.204000,1832000
2018-06-29,8.170000,8.228000,8.140000,8.158000,8.158000,2693000
2018-07-02,8.044000,8.080000,8.006000,8.052000,8.052000,1358500
2018-07-03,8.198000,8.230000,8.152000,8.152000,8.152000,775000
2018-07-05,7.880000,7.970000,7.838000,7.914000,7.914000,1928000
2018-07-06,7.860000,7.880000,7.812000,7.874000,7.874000,2274000
2018-07-09,8.106000,8.200000,8.070000,8.188000,8.188000,1626000
2018-07-10,7.998000,8.024000,7.938000,8.002000,8.002000,1223000
2018-07-11,8.000000,8.000000,7.922000,7.938000,7.938000,1150500
2018-07-12,7.942000,8.000000,7.942000,7.996000,7.996000,1089500
2018-07-13,8.044000,8.122000,8.044000,8.066000,8.066000,1048000
2018-07-16,8.300000,8.416000,8.300000,8.408000,8.408000,2672500
2018-07-17,8.332000,8.360000,8.304000,8.360000,8.360000,1669000
2018-07-18,8.130000,8.186000,8.122000,8.156000,8.156000,2596000
2018-07-19,8.210000,8.330000,8.170000,8.286000,8.286000,2835000
2018-07-20,8.306000,8.336000,8.268000,8.316000,8.316000,475000
2018-07-23,8.158000,8.210000,8.158000,8.180000,8.180000,582000
2018-07-24,8.296000,8.364000,8.296000,8.320000,8.320000,1712000
2018-07-25,8.350000,8.440000,8.306000,8.430000,8.430000,914500
2018-07-26,8.444000,8.490000,8.430000,8.436000,8.436000,1049000
2018-07-27,8.526000,8.536000,8.424000,8.460000,8.460000,1024500
2018-07-30,8.420000,8.470000,8.096000,8.240000,8.240000,8712000
2018-07-31,8.500000,8.590000,8.390000,8.534000,8.534000,2839000
2018-08-01,8.676000,8.760000,8.676000,8.756000,8.756000,2042000
2018-08-02,8.580000,8.630000,8.504000,8.620000,8.620000,846500
2018-08-03,8.606000,8.652000,8.526000,8.652000,8.652000,825500
2018-08-06,8.262000,8.332000,8.216000,8.328000,8.328000,2100000
2018-08-07,8.396000,8.424000,8.380000,8.398000,8.398000,1367500
2018-08-08,8.388000,8.392000,8.316000,8.316000,8.316000,2019000
2018-08-09,8.402000,8.416000,8.378000,8.382000,8.382000,1124500
2018-08-10,8.214000,8.214000,8.160000,8.182000,8.182000,1496000
2018-08-13,8.052000,8.152000,8.052000,8.106000,8.106000,1278000
2018-08-14,8.076000,8.116000,8.050000,8.064000,8.064000,1279000
2018-08-15,7.856000,7.860000,7.762000,7.784000,7.784000,2434500
2018-08-16,7.810000,7.840000,7.768000,7.814000,7.814000,1081000
2018-08-17,7.900000,8.066000,7.900000,8.052000,8.052000,823000
2018-08-20,8.320000,8.364000,8.300000,8.342000,8.342000,1123500
2018-08-21,8.772000,8.772000,8.356000,8.434000,8.434000,712500
2018-08-22,8.550000,8.560000,8.500000,8.540000,8.540000,670000
2018-08-23,8.470000,8.470000,8.386000,8.416000,8.416000,1582500
2018-08-24,8.522000,8.548000,8.470000,8.540000,8.540000,647500
2018-08-27,8.740000,8.770000,8.740000,8.762000,8.762000,930000
2018-08-28,8.684000,8.744000,8.684000,8.710000,8.710000,966000
2018-08-29,8.814000,8.840000,8.792000,8.818000,8.818000,1023000
2018-08-30,8.892000,8.956000,8.866000,8.948000,8.948000,2815000
2018-08-31,9.002000,9.050000,8.978000,8.990000,8.990000,1680500
2018-09-04,8.936000,8.936000,8.838000,8.864000,8.864000,1236000
2018-09-05,8.818000,8.820000,8.636000,8.678000,8.678000,3692500
2018-09-06,8.620000,8.622000,8.538000,8.610000,8.610000,1428500
2018-09-07,8.624000,8.744000,8.624000,8.696000,8.696000,1071000
2018-09-10,8.736000,8.738000,8.696000,8.710000,8.710000,263000
2018-09-11,8.752000,8.828000,8.736000,8.804000,8.804000,975500
2018-09-12,8.802000,8.908000,8.790000,8.902000,8.902000,1315500
2018-09-13,8.710000,8.810000,8.706000,8.720000,8.720000,1734000
2018-09-14,8.542000,8.576000,8.452000,8.520000,8.520000,1724500
2018-09-17,8.540000,8.578000,8.516000,8.546000,8.546000,730500
2018-09-18,8.704000,8.872000,8.704000,8.824000,8.824000,2258500
2018-09-19,8.900000,8.950000,8.864000,8.928000,8.928000,1287000
2018-09-20,9.322000,9.370000,9.150000,9.230000,9.230000,4945000
2018-09-21,9.278000,9.284000,9.194000,9.242000,9.242000,1739500
2018-09-24,9.278000,9.284000,9.154000,9.166000,9.166000,1838000
2018-09-25,9.260000,9.260000,9.198000,9.224000,9.224000,1065500
2018-09-26,9.090000,9.200000,9.090000,9.144000,9.144000,696500
2018-09-27,9.152000,9.152000,9.060000,9.110000,9.110000,1082000
2018-09-28,9.110000,9.140000,9.080000,9.094000,9.094000,851000
